ticket_id,opened_at,resolved_at,category,subcategory,service,ci,priority,assignment_group,short_description,mttr_minutes
INC202600656,2026-01-02 13:00:00,2026-01-02 14:39:00,Business Apps,CRM,CRM,CI-CRM-01,P3,Business Apps Ops,CRM related issue reported by user,99
INC202600657,2025-11-24 08:00:00,2025-11-24 11:57:00,Collaboration,Calendar,Calendar Service,CI-CAL-01,P3,Collaboration Ops,Calendar related issue reported by user,237
INC202600658,2025-12-06 08:00:00,2025-12-06 10:59:00,Identity & Access,Password Reset,Password Services,CI-PWD-01,P3,Identity & Access Ops,Password Reset related issue reported by user,179
INC202600659,2025-11-30 10:00:00,2025-11-30 11:38:00,Network,VPN,VPN Service,CI-VPN-GW-01,P3,Network Ops,VPN related issue reported by user,98
INC202600660,2026-01-08 08:00:00,2026-01-08 11:54:00,End User Computing,VDI,VDI Platform,CI-VDI-POOL-01,P4,End User Computing Ops,VDI related issue reported by user,234
INC202600661,2025-12-20 13:00:00,2025-12-20 14:51:00,End User Computing,Endpoint Management,Endpoint Management,CI-EPM-01,P3,End User Computing Ops,Endpoint Management related issue reported by user,111
INC202600662,2026-01-29 13:00:00,2026-01-29 15:00:00,Business Apps,ERP,ERP,CI-ERP-01,P3,Business Apps Ops,ERP related issue reported by user,120
INC202600663,2026-01-12 17:00:00,2026-01-12 20:57:00,End User Computing,VDI,VDI Platform,CI-VDI-POOL-01,P4,End User Computing Ops,VDI related issue reported by user,237
INC202600664,2026-01-03 16:00:00,2026-01-03 16:53:00,Collaboration,Email,Email Service,CI-MAIL-01,P3,Collaboration Ops,Email related issue reported by user,53
INC202600665,2025-11-08 11:00:00,2025-11-08 13:32:00,Business Apps,ERP,ERP,CI-ERP-01,P1,Business Apps Ops,ERP related issue reported by user,152
INC202600666,2025-11-01 13:00:00,2025-11-01 14:57:00,Business Apps,ERP,ERP,CI-ERP-01,P4,Business Apps Ops,ERP related issue reported by user,117
INC202600667,2025-11-23 13:00:00,2025-11-23 16:30:00,Network,VPN,VPN Service,CI-VPN-GW-01,P2,Network Ops,VPN related issue reported by user,210
INC202600668,2025-11-19 09:00:00,2025-11-19 11:05:00,Business Apps,HRIS,HRIS,CI-HRIS-01,P4,Business Apps Ops,HRIS related issue reported by user,125
INC202600669,2026-01-24 14:00:00,2026-01-24 15:52:00,Business Apps,ERP,ERP,CI-ERP-01,P3,Business Apps Ops,ERP related issue reported by user,112
INC202600670,2025-11-18 10:00:00,2025-11-18 12:34:00,Security,EDR Alerts,EDR Platform,CI-EDR-01,P3,Security Ops,EDR Alerts related issue reported by user,154
INC202600671,2026-01-23 13:00:00,2026-01-23 16:27:00,End User Computing,VDI,VDI Platform,CI-VDI-POOL-01,P4,End User Computing Ops,VDI related issue reported by user,207
INC202600672,2026-01-18 13:00:00,2026-01-18 14:14:00,End User Computing,VDI,VDI Platform,CI-VDI-POOL-01,P3,End User Computing Ops,VDI related issue reported by user,74
INC202600673,2025-12-19 12:00:00,2025-12-19 13:15:00,Security,Account Lockout,SSO Platform,CI-SSO-01,P3,Security Ops,Account Lockout related issue reported by user,75
INC202600674,2025-11-01 17:00:00,2025-11-01 20:04:00,Identity & Access,Password Reset,Password Services,CI-PWD-01,P1,Identity & Access Ops,Password Reset related issue reported by user,184
INC202600675,2025-12-11 17:00:00,2025-12-11 19:37:00,End User Computing,VDI,VDI Platform,CI-VDI-POOL-01,P3,End User Computing Ops,VDI related issue reported by user,157
INC202600676,2025-11-19 13:00:00,2025-11-19 14:51:00,Security,Phishing,Security Awareness,CI-SEC-AWARE-01,P3,Security Ops,Phishing related issue reported by user,111
INC202600677,2025-11-22 18:00:00,2025-11-22 21:36:00,Network,DNS,DNS Service,CI-DNS-CORE-01,P3,Network Ops,DNS related issue reported by user,216
INC202600678,2025-12-13 15:00:00,2025-12-13 18:27:00,Network,WiFi,Corporate WiFi,CI-WIFI-CTRL-02,P3,Network Ops,WiFi related issue reported by user,207
INC202600679,2025-11-09 13:00:00,2025-11-09 13:42:00,Collaboration,Email,Email Service,CI-MAIL-01,P3,Collaboration Ops,Email related issue reported by user,42
INC202600680,2025-12-20 15:00:00,2025-12-20 17:15:00,Security,EDR Alerts,EDR Platform,CI-EDR-01,P4,Security Ops,EDR Alerts related issue reported by user,135
INC202600681,2026-01-03 14:00:00,2026-01-03 16:32:00,Collaboration,Calendar,Calendar Service,CI-CAL-01,P3,Collaboration Ops,Calendar related issue reported by user,152
INC202600682,2026-01-13 18:00:00,2026-01-13 18:48:00,Security,Phishing,Security Awareness,CI-SEC-AWARE-01,P2,Security Ops,Phishing related issue reported by user,48
INC202600683,2025-11-05 12:00:00,2025-11-05 12:56:00,Network,WiFi,Corporate WiFi,CI-WIFI-CTRL-02,P3,Network Ops,WiFi related issue reported by user,56
INC202600684,2025-11-10 13:00:00,2025-11-10 13:49:00,End User Computing,Printers,Print Services,CI-PRINT-SRV-03,P2,End User Computing Ops,Printers related issue reported by user,49
INC202600685,2026-01-10 09:00:00,2026-01-10 11:33:00,Collaboration,Calendar,Calendar Service,CI-CAL-01,P4,Collaboration Ops,Calendar related issue reported by user,153
INC202600686,2025-11-04 14:00:00,2025-11-04 16:21:00,Security,Phishing,Security Awareness,CI-SEC-AWARE-01,P3,Security Ops,Phishing related issue reported by user,141
INC202600687,2025-11-21 08:00:00,2025-11-21 09:18:00,Network,WiFi,Corporate WiFi,CI-WIFI-CTRL-02,P3,Network Ops,WiFi related issue reported by user,78
INC202600688,2025-12-23 16:00:00,2025-12-23 19:19:00,Security,Account Lockout,SSO Platform,CI-SSO-01,P3,Security Ops,Account Lockout related issue reported by user,199
INC202600689,2025-12-07 12:00:00,2025-12-07 14:56:00,End User Computing,Endpoint Management,Endpoint Management,CI-EPM-01,P1,End User Computing Ops,Endpoint Management related issue reported by user,176
INC202600690,2026-01-10 15:00:00,2026-01-10 17:19:00,End User Computing,Endpoint Management,Endpoint Management,CI-EPM-01,P3,End User Computing Ops,Endpoint Management related issue reported by user,139
INC202600691,2025-11-12 12:00:00,2025-11-12 13:21:00,Security,Account Lockout,SSO Platform,CI-SSO-01,P3,Security Ops,Account Lockout related issue reported by user,81
INC202600692,2025-11-13 08:00:00,2025-11-13 08:50:00,End User Computing,Endpoint Management,Endpoint Management,CI-EPM-01,P3,End User Computing Ops,Endpoint Management related issue reported by user,50
INC202600693,2025-12-31 09:00:00,2025-12-31 12:19:00,Collaboration,Teams/Zoom,Collaboration Suite,CI-COLLAB-01,P3,Collaboration Ops,Teams/Zoom related issue reported by user,199
INC202600694,2025-12-04 09:00:00,2025-12-04 11:04:00,Security,Account Lockout,SSO Platform,CI-SSO-01,P3,Security Ops,Account Lockout related issue reported by user,124
INC202600695,2025-12-19 13:00:00,2025-12-19 15:22:00,End User Computing,Printers,Print Services,CI-PRINT-SRV-03,P1,End User Computing Ops,Printers related issue reported by user,142
INC202600696,2025-12-30 12:00:00,2025-12-30 13:08:00,End User Computing,Printers,Print Services,CI-PRINT-SRV-03,P3,End User Computing Ops,Printers related issue reported by user,68
INC202600697,2026-01-29 18:00:00,2026-01-29 21:56:00,Network,VPN,VPN Service,CI-VPN-GW-01,P3,Network Ops,VPN related issue reported by user,236
INC202600698,2026-01-09 14:00:00,2026-01-09 16:09:00,Business Apps,ERP,ERP,CI-ERP-01,P3,Business Apps Ops,ERP related issue reported by user,129
INC202600699,2026-01-06 14:00:00,2026-01-06 16:31:00,Business Apps,CRM,CRM,CI-CRM-01,P4,Business Apps Ops,CRM related issue reported by user,151
INC202600700,2026-01-13 11:00:00,2026-01-13 14:32:00,Identity & Access,MFA,MFA Platform,CI-MFA-01,P2,Identity & Access Ops,MFA related issue reported by user,212
INC202600701,2025-11-05 16:00:00,2025-11-05 19:23:00,Business Apps,CRM,CRM,CI-CRM-01,P4,Business Apps Ops,CRM related issue reported by user,203
INC202600702,2026-01-19 10:00:00,2026-01-19 11:12:00,Network,WiFi,Corporate WiFi,CI-WIFI-CTRL-02,P2,Network Ops,WiFi related issue reported by user,72
INC202600703,2025-11-28 11:00:00,2025-11-28 14:24:00,End User Computing,Endpoint Management,Endpoint Management,CI-EPM-01,P3,End User Computing Ops,Endpoint Management related issue reported by user,204
INC202600704,2025-12-26 11:00:00,2025-12-26 12:36:00,Security,Phishing,Security Awareness,CI-SEC-AWARE-01,P4,Security Ops,Phishing related issue reported by user,96
INC202600705,2025-12-11 09:00:00,2025-12-11 11:51:00,Network,WiFi,Corporate WiFi,CI-WIFI-CTRL-02,P3,Network Ops,WiFi related issue reported by user,171
INC202600706,2025-12-12 12:00:00,2025-12-12 12:33:00,Business Apps,HRIS,HRIS,CI-HRIS-01,P4,Business Apps Ops,HRIS related issue reported by user,33
INC202600707,2026-01-29 17:00:00,2026-01-29 17:58:00,Business Apps,CRM,CRM,CI-CRM-01,P3,Business Apps Ops,CRM related issue reported by user,58
INC202600708,2025-12-24 10:00:00,2025-12-24 13:44:00,End User Computing,VDI,VDI Platform,CI-VDI-POOL-01,P3,End User Computing Ops,VDI related issue reported by user,224
INC202600709,2025-11-13 09:00:00,2025-11-13 11:47:00,Business Apps,ERP,ERP,CI-ERP-01,P3,Business Apps Ops,ERP related issue reported by user,167
INC202600710,2025-12-15 14:00:00,2025-12-15 16:56:00,Collaboration,Teams/Zoom,Collaboration Suite,CI-COLLAB-01,P3,Collaboration Ops,Teams/Zoom related issue reported by user,176
INC202600711,2026-01-17 15:00:00,2026-01-17 16:06:00,Network,VPN,VPN Service,CI-VPN-GW-01,P3,Network Ops,VPN related issue reported by user,66
INC202600712,2026-01-19 17:00:00,2026-01-19 19:11:00,Security,Account Lockout,SSO Platform,CI-SSO-01,P3,Security Ops,Account Lockout related issue reported by user,131
INC202600713,2025-12-13 11:00:00,2025-12-13 12:38:00,Network,DNS,DNS Service,CI-DNS-CORE-01,P3,Network Ops,DNS related issue reported by user,98
INC202600714,2025-12-18 08:00:00,2025-12-18 10:35:00,Collaboration,Teams/Zoom,Collaboration Suite,CI-COLLAB-01,P3,Collaboration Ops,Teams/Zoom related issue reported by user,155
INC202600715,2026-01-29 18:00:00,2026-01-29 21:40:00,Network,VPN,VPN Service,CI-VPN-GW-01,P2,Network Ops,VPN related issue reported by user,220
INC202600716,2025-12-27 13:00:00,2025-12-27 16:15:00,Collaboration,Calendar,Calendar Service,CI-CAL-01,P3,Collaboration Ops,Calendar related issue reported by user,195
INC202600717,2025-11-12 11:00:00,2025-11-12 13:14:00,Identity & Access,SSO,SSO Platform,CI-SSO-01,P4,Identity & Access Ops,SSO related issue reported by user,134
INC202600718,2026-01-02 16:00:00,2026-01-02 17:10:00,Collaboration,Email,Email Service,CI-MAIL-01,P3,Collaboration Ops,Email related issue reported by user,70
INC202600719,2025-11-09 12:00:00,2025-11-09 15:49:00,Security,Account Lockout,SSO Platform,CI-SSO-01,P3,Security Ops,Account Lockout related issue reported by user,229
INC202600720,2026-01-07 17:00:00,2026-01-07 18:21:00,Network,VPN,VPN Service,CI-VPN-GW-01,P2,Network Ops,VPN related issue reported by user,81
INC202600721,2025-11-08 11:00:00,2025-11-08 13:02:00,Network,WiFi,Corporate WiFi,CI-WIFI-CTRL-02,P2,Network Ops,WiFi related issue reported by user,122
INC202600722,2025-11-26 12:00:00,2025-11-26 15:12:00,Collaboration,Teams/Zoom,Collaboration Suite,CI-COLLAB-01,P3,Collaboration Ops,Teams/Zoom related issue reported by user,192
INC202600723,2025-11-16 18:00:00,2025-11-16 21:02:00,Network,VPN,VPN Service,CI-VPN-GW-01,P3,Network Ops,VPN related issue reported by user,182
INC202600724,2025-12-28 10:00:00,2025-12-28 11:58:00,Identity & Access,Password Reset,Password Services,CI-PWD-01,P3,Identity & Access Ops,Password Reset related issue reported by user,118
INC202600725,2025-11-21 12:00:00,2025-11-21 12:37:00,Security,Account Lockout,SSO Platform,CI-SSO-01,P2,Security Ops,Account Lockout related issue reported by user,37
INC202600726,2025-12-20 08:00:00,2025-12-20 09:24:00,End User Computing,VDI,VDI Platform,CI-VDI-POOL-01,P3,End User Computing Ops,VDI related issue reported by user,84
INC202600727,2025-11-29 18:00:00,2025-11-29 21:16:00,End User Computing,VDI,VDI Platform,CI-VDI-POOL-01,P3,End User Computing Ops,VDI related issue reported by user,196
INC202600728,2025-12-23 16:00:00,2025-12-23 17:03:00,Network,DNS,DNS Service,CI-DNS-CORE-01,P1,Network Ops,DNS related issue reported by user,63
INC202600729,2026-01-22 10:00:00,2026-01-22 13:05:00,Business Apps,ERP,ERP,CI-ERP-01,P3,Business Apps Ops,ERP related issue reported by user,185
INC202600730,2025-12-10 18:00:00,2025-12-10 19:59:00,Collaboration,Teams/Zoom,Collaboration Suite,CI-COLLAB-01,P4,Collaboration Ops,Teams/Zoom related issue reported by user,119
INC202600731,2025-12-29 12:00:00,2025-12-29 14:43:00,End User Computing,Printers,Print Services,CI-PRINT-SRV-03,P3,End User Computing Ops,Printers related issue reported by user,163
INC202600732,2026-01-19 14:00:00,2026-01-19 17:19:00,Business Apps,ERP,ERP,CI-ERP-01,P1,Business Apps Ops,ERP related issue reported by user,199
INC202600733,2025-12-18 16:00:00,2025-12-18 17:46:00,Security,Account Lockout,SSO Platform,CI-SSO-01,P3,Security Ops,Account Lockout related issue reported by user,106
INC202600734,2026-01-27 09:00:00,2026-01-27 10:40:00,Identity & Access,SSO,SSO Platform,CI-SSO-01,P3,Identity & Access Ops,SSO related issue reported by user,100
INC202600735,2026-01-21 13:00:00,2026-01-21 16:16:00,Collaboration,Teams/Zoom,Collaboration Suite,CI-COLLAB-01,P3,Collaboration Ops,Teams/Zoom related issue reported by user,196
INC202600736,2025-12-09 11:00:00,2025-12-09 11:44:00,End User Computing,VDI,VDI Platform,CI-VDI-POOL-01,P3,End User Computing Ops,VDI related issue reported by user,44
INC202600737,2026-01-16 14:00:00,2026-01-16 17:34:00,Security,EDR Alerts,EDR Platform,CI-EDR-01,P3,Security Ops,EDR Alerts related issue reported by user,214
INC202600738,2025-11-04 18:00:00,2025-11-04 20:17:00,Identity & Access,MFA,MFA Platform,CI-MFA-01,P3,Identity & Access Ops,MFA related issue reported by user,137
INC202600739,2025-12-22 14:00:00,2025-12-22 16:56:00,Security,Phishing,Security Awareness,CI-SEC-AWARE-01,P3,Security Ops,Phishing related issue reported by user,176
INC202600740,2025-11-25 13:00:00,2025-11-25 15:46:00,Security,Account Lockout,SSO Platform,CI-SSO-01,P3,Security Ops,Account Lockout related issue reported by user,166
INC202600741,2026-01-21 15:00:00,2026-01-21 16:13:00,Security,EDR Alerts,EDR Platform,CI-EDR-01,P3,Security Ops,EDR Alerts related issue reported by user,73
INC202600742,2026-01-24 16:00:00,2026-01-24 17:02:00,End User Computing,Printers,Print Services,CI-PRINT-SRV-03,P2,End User Computing Ops,Printers related issue reported by user,62
INC202600743,2025-12-04 16:00:00,2025-12-04 19:17:00,End User Computing,VDI,VDI Platform,CI-VDI-POOL-01,P4,End User Computing Ops,VDI related issue reported by user,197
INC202600744,2025-11-12 11:00:00,2025-11-12 12:48:00,Collaboration,Email,Email Service,CI-MAIL-01,P3,Collaboration Ops,Email related issue reported by user,108
INC202600745,2025-12-24 13:00:00,2025-12-24 15:28:00,Collaboration,Teams/Zoom,Collaboration Suite,CI-COLLAB-01,P3,Collaboration Ops,Teams/Zoom related issue reported by user,148
INC202600746,2025-11-16 15:00:00,2025-11-16 18:08:00,Network,DNS,DNS Service,CI-DNS-CORE-01,P3,Network Ops,DNS related issue reported by user,188
INC202600747,2025-11-10 15:00:00,2025-11-10 18:24:00,End User Computing,VDI,VDI Platform,CI-VDI-POOL-01,P2,End User Computing Ops,VDI related issue reported by user,204
INC202600748,2025-12-19 16:00:00,2025-12-19 17:08:00,Collaboration,Teams/Zoom,Collaboration Suite,CI-COLLAB-01,P2,Collaboration Ops,Teams/Zoom related issue reported by user,68
INC202600749,2025-11-18 11:00:00,2025-11-18 13:27:00,Collaboration,Teams/Zoom,Collaboration Suite,CI-COLLAB-01,P4,Collaboration Ops,Teams/Zoom related issue reported by user,147
INC202600750,2025-11-19 13:00:00,2025-11-19 15:34:00,Security,Phishing,Security Awareness,CI-SEC-AWARE-01,P3,Security Ops,Phishing related issue reported by user,154
INC202600751,2025-12-13 18:00:00,2025-12-13 18:31:00,End User Computing,Printers,Print Services,CI-PRINT-SRV-03,P3,End User Computing Ops,Printers related issue reported by user,31
INC202600752,2025-12-28 12:00:00,2025-12-28 13:10:00,End User Computing,Endpoint Management,Endpoint Management,CI-EPM-01,P3,End User Computing Ops,Endpoint Management related issue reported by user,70
INC202600753,2026-01-02 09:00:00,2026-01-02 11:19:00,End User Computing,VDI,VDI Platform,CI-VDI-POOL-01,P3,End User Computing Ops,VDI related issue reported by user,139
INC202600754,2025-12-22 14:00:00,2025-12-22 16:46:00,Identity & Access,MFA,MFA Platform,CI-MFA-01,P1,Identity & Access Ops,MFA related issue reported by user,166
INC202600755,2025-11-26 13:00:00,2025-11-26 15:45:00,Network,WiFi,Corporate WiFi,CI-WIFI-CTRL-02,P3,Network Ops,WiFi related issue reported by user,165
INC202600756,2025-11-25 08:00:00,2025-11-25 09:33:00,Security,Phishing,Security Awareness,CI-SEC-AWARE-01,P3,Security Ops,Phishing related issue reported by user,93
INC202600757,2025-11-29 13:00:00,2025-11-29 15:38:00,Collaboration,Email,Email Service,CI-MAIL-01,P2,Collaboration Ops,Email related issue reported by user,158
INC202600758,2026-01-15 12:00:00,2026-01-15 13:46:00,End User Computing,Endpoint Management,Endpoint Management,CI-EPM-01,P4,End User Computing Ops,Endpoint Management related issue reported by user,106
INC202600759,2025-12-08 15:00:00,2025-12-08 16:56:00,Security,Account Lockout,SSO Platform,CI-SSO-01,P3,Security Ops,Account Lockout related issue reported by user,116
INC202600760,2025-12-26 18:00:00,2025-12-26 20:35:00,End User Computing,Printers,Print Services,CI-PRINT-SRV-03,P4,End User Computing Ops,Printers related issue reported by user,155
INC202600761,2025-12-16 11:00:00,2025-12-16 12:27:00,End User Computing,Printers,Print Services,CI-PRINT-SRV-03,P1,End User Computing Ops,Printers related issue reported by user,87
INC202600762,2025-11-17 11:00:00,2025-11-17 12:13:00,Security,Phishing,Security Awareness,CI-SEC-AWARE-01,P3,Security Ops,Phishing related issue reported by user,73
INC202600763,2025-11-16 13:00:00,2025-11-16 15:06:00,Security,Account Lockout,SSO Platform,CI-SSO-01,P3,Security Ops,Account Lockout related issue reported by user,126
INC202600764,2026-01-21 12:00:00,2026-01-21 12:42:00,Business Apps,CRM,CRM,CI-CRM-01,P1,Business Apps Ops,CRM related issue reported by user,42
INC202600765,2026-01-24 09:00:00,2026-01-24 09:59:00,Security,Phishing,Security Awareness,CI-SEC-AWARE-01,P1,Security Ops,Phishing related issue reported by user,59
INC202600766,2025-12-24 15:00:00,2025-12-24 17:31:00,Identity & Access,SSO,SSO Platform,CI-SSO-01,P3,Identity & Access Ops,SSO related issue reported by user,151
INC202600767,2026-01-29 10:00:00,2026-01-29 10:32:00,End User Computing,VDI,VDI Platform,CI-VDI-POOL-01,P3,End User Computing Ops,VDI related issue reported by user,32
INC202600768,2025-12-09 14:00:00,2025-12-09 15:39:00,Security,Phishing,Security Awareness,CI-SEC-AWARE-01,P3,Security Ops,Phishing related issue reported by user,99
INC202600769,2026-01-19 17:00:00,2026-01-19 17:56:00,Security,Phishing,Security Awareness,CI-SEC-AWARE-01,P3,Security Ops,Phishing related issue reported by user,56
INC202600770,2026-01-05 17:00:00,2026-01-05 17:57:00,Network,WiFi,Corporate WiFi,CI-WIFI-CTRL-02,P2,Network Ops,WiFi related issue reported by user,57
INC202600771,2026-01-03 11:00:00,2026-01-03 13:43:00,Business Apps,ERP,ERP,CI-ERP-01,P3,Business Apps Ops,ERP related issue reported by user,163
INC202600772,2025-11-26 13:00:00,2025-11-26 13:40:00,Security,EDR Alerts,EDR Platform,CI-EDR-01,P3,Security Ops,EDR Alerts related issue reported by user,40
INC202600773,2026-01-10 15:00:00,2026-01-10 16:54:00,End User Computing,VDI,VDI Platform,CI-VDI-POOL-01,P4,End User Computing Ops,VDI related issue reported by user,114
INC202600774,2025-12-01 08:00:00,2025-12-01 08:58:00,Network,DNS,DNS Service,CI-DNS-CORE-01,P2,Network Ops,DNS related issue reported by user,58
INC202600775,2026-01-13 18:00:00,2026-01-13 21:49:00,Identity & Access,SSO,SSO Platform,CI-SSO-01,P4,Identity & Access Ops,SSO related issue reported by user,229
INC202600776,2026-01-05 09:00:00,2026-01-05 10:35:00,Security,Account Lockout,SSO Platform,CI-SSO-01,P2,Security Ops,Account Lockout related issue reported by user,95
INC202600777,2026-01-22 11:00:00,2026-01-22 11:42:00,Identity & Access,MFA,MFA Platform,CI-MFA-01,P3,Identity & Access Ops,MFA related issue reported by user,42
INC202600778,2025-11-13 10:00:00,2025-11-13 13:23:00,Network,WiFi,Corporate WiFi,CI-WIFI-CTRL-02,P3,Network Ops,WiFi related issue reported by user,203
INC202600779,2025-12-11 14:00:00,2025-12-11 17:44:00,Security,Phishing,Security Awareness,CI-SEC-AWARE-01,P2,Security Ops,Phishing related issue reported by user,224
INC202600780,2025-11-06 08:00:00,2025-11-06 09:54:00,End User Computing,VDI,VDI Platform,CI-VDI-POOL-01,P3,End User Computing Ops,VDI related issue reported by user,114
INC202600781,2025-12-16 15:00:00,2025-12-16 15:53:00,Business Apps,HRIS,HRIS,CI-HRIS-01,P4,Business Apps Ops,HRIS related issue reported by user,53
INC202600782,2025-12-18 13:00:00,2025-12-18 15:26:00,End User Computing,Endpoint Management,Endpoint Management,CI-EPM-01,P3,End User Computing Ops,Endpoint Management related issue reported by user,146
INC202600783,2025-12-05 14:00:00,2025-12-05 17:16:00,Security,EDR Alerts,EDR Platform,CI-EDR-01,P3,Security Ops,EDR Alerts related issue reported by user,196
INC202600784,2025-11-22 09:00:00,2025-11-22 10:10:00,End User Computing,VDI,VDI Platform,CI-VDI-POOL-01,P3,End User Computing Ops,VDI related issue reported by user,70
INC202600785,2025-11-14 14:00:00,2025-11-14 17:23:00,Business Apps,HRIS,HRIS,CI-HRIS-01,P4,Business Apps Ops,HRIS related issue reported by user,203
INC202600786,2025-12-27 10:00:00,2025-12-27 13:06:00,Business Apps,HRIS,HRIS,CI-HRIS-01,P3,Business Apps Ops,HRIS related issue reported by user,186
INC202600787,2025-11-04 18:00:00,2025-11-04 20:34:00,Security,Phishing,Security Awareness,CI-SEC-AWARE-01,P3,Security Ops,Phishing related issue reported by user,154
INC202600788,2025-11-15 14:00:00,2025-11-15 17:17:00,Identity & Access,SSO,SSO Platform,CI-SSO-01,P2,Identity & Access Ops,SSO related issue reported by user,197
INC202600789,2025-12-11 08:00:00,2025-12-11 11:40:00,Security,Account Lockout,SSO Platform,CI-SSO-01,P3,Security Ops,Account Lockout related issue reported by user,220
INC202600790,2026-01-13 17:00:00,2026-01-13 19:42:00,End User Computing,VDI,VDI Platform,CI-VDI-POOL-01,P4,End User Computing Ops,VDI related issue reported by user,162
INC202600791,2026-01-06 17:00:00,2026-01-06 18:33:00,Network,WiFi,Corporate WiFi,CI-WIFI-CTRL-02,P3,Network Ops,WiFi related issue reported by user,93
INC202600792,2026-01-01 13:00:00,2026-01-01 14:08:00,Security,Account Lockout,SSO Platform,CI-SSO-01,P3,Security Ops,Account Lockout related issue reported by user,68
INC202600793,2026-01-11 17:00:00,2026-01-11 18:10:00,Network,VPN,VPN Service,CI-VPN-GW-01,P3,Network Ops,VPN related issue reported by user,70
INC202600794,2026-01-04 15:00:00,2026-01-04 17:35:00,Identity & Access,SSO,SSO Platform,CI-SSO-01,P2,Identity & Access Ops,SSO related issue reported by user,155
INC202600795,2025-12-12 11:00:00,2025-12-12 12:27:00,Collaboration,Teams/Zoom,Collaboration Suite,CI-COLLAB-01,P2,Collaboration Ops,Teams/Zoom related issue reported by user,87
INC202600796,2026-01-10 18:00:00,2026-01-10 18:50:00,Identity & Access,MFA,MFA Platform,CI-MFA-01,P4,Identity & Access Ops,MFA related issue reported by user,50
INC202600797,2025-12-29 15:00:00,2025-12-29 17:37:00,Business Apps,HRIS,HRIS,CI-HRIS-01,P2,Business Apps Ops,HRIS related issue reported by user,157
INC202600798,2025-12-28 13:00:00,2025-12-28 13:34:00,Network,WiFi,Corporate WiFi,CI-WIFI-CTRL-02,P3,Network Ops,WiFi related issue reported by user,34
INC202600799,2025-11-14 14:00:00,2025-11-14 14:30:00,Identity & Access,SSO,SSO Platform,CI-SSO-01,P3,Identity & Access Ops,SSO related issue reported by user,30
INC202600800,2025-11-12 17:00:00,2025-11-12 19:40:00,Business Apps,CRM,CRM,CI-CRM-01,P3,Business Apps Ops,CRM related issue reported by user,160
INC202600801,2026-01-11 11:00:00,2026-01-11 12:57:00,Security,Account Lockout,SSO Platform,CI-SSO-01,P3,Security Ops,Account Lockout related issue reported by user,117
INC202600802,2025-12-17 08:00:00,2025-12-17 11:46:00,End User Computing,Printers,Print Services,CI-PRINT-SRV-03,P3,End User Computing Ops,Printers related issue reported by user,226
INC202600803,2026-01-19 17:00:00,2026-01-19 20:33:00,Identity & Access,Password Reset,Password Services,CI-PWD-01,P3,Identity & Access Ops,Password Reset related issue reported by user,213
INC202600804,2025-12-28 09:00:00,2025-12-28 10:57:00,Network,DNS,DNS Service,CI-DNS-CORE-01,P3,Network Ops,DNS related issue reported by user,117
INC202600805,2025-12-16 18:00:00,2025-12-16 21:29:00,Collaboration,Calendar,Calendar Service,CI-CAL-01,P3,Collaboration Ops,Calendar related issue reported by user,209
INC202600806,2025-11-14 08:00:00,2025-11-14 11:33:00,End User Computing,Printers,Print Services,CI-PRINT-SRV-03,P2,End User Computing Ops,Printers related issue reported by user,213
INC202600807,2025-12-23 09:00:00,2025-12-23 10:00:00,Collaboration,Calendar,Calendar Service,CI-CAL-01,P2,Collaboration Ops,Calendar related issue reported by user,60
INC202600808,2025-12-21 11:00:00,2025-12-21 11:57:00,Identity & Access,SSO,SSO Platform,CI-SSO-01,P3,Identity & Access Ops,SSO related issue reported by user,57
INC202600809,2025-12-24 08:00:00,2025-12-24 11:47:00,Security,Account Lockout,SSO Platform,CI-SSO-01,P3,Security Ops,Account Lockout related issue reported by user,227
INC202600810,2025-12-28 15:00:00,2025-12-28 16:04:00,Security,Account Lockout,SSO Platform,CI-SSO-01,P4,Security Ops,Account Lockout related issue reported by user,64
INC202600811,2026-01-03 08:00:00,2026-01-03 10:20:00,Business Apps,CRM,CRM,CI-CRM-01,P1,Business Apps Ops,CRM related issue reported by user,140
INC202600812,2026-01-14 15:00:00,2026-01-14 16:14:00,Business Apps,ERP,ERP,CI-ERP-01,P3,Business Apps Ops,ERP related issue reported by user,74
INC202600813,2025-11-17 09:00:00,2025-11-17 10:52:00,Identity & Access,Password Reset,Password Services,CI-PWD-01,P3,Identity & Access Ops,Password Reset related issue reported by user,112
INC202600814,2026-01-04 14:00:00,2026-01-04 17:45:00,Identity & Access,Password Reset,Password Services,CI-PWD-01,P4,Identity & Access Ops,Password Reset related issue reported by user,225
INC202600815,2025-12-02 12:00:00,2025-12-02 14:25:00,Identity & Access,MFA,MFA Platform,CI-MFA-01,P4,Identity & Access Ops,MFA related issue reported by user,145
INC202600816,2025-11-18 10:00:00,2025-11-18 13:41:00,Identity & Access,Password Reset,Password Services,CI-PWD-01,P3,Identity & Access Ops,Password Reset related issue reported by user,221
INC202600817,2026-01-05 12:00:00,2026-01-05 15:32:00,Security,Account Lockout,SSO Platform,CI-SSO-01,P4,Security Ops,Account Lockout related issue reported by user,212
INC202600818,2026-01-10 18:00:00,2026-01-10 21:32:00,End User Computing,Endpoint Management,Endpoint Management,CI-EPM-01,P3,End User Computing Ops,Endpoint Management related issue reported by user,212
